Player,Opp,FGM,FGA,FG0_19,FG20_29,FG30_39,FG40_49,FG50,XPM,XPA,Points,Made,0-19,20-29,30-39,40-49,50+,Week,Name,_position,_team
Brandon AubreyK - DAL,@PHI,2.24,0.0,0.41,0.48,0.53,0.53,9.15,,,,,,,,,,1,Brandon Aubrey,K,DAL
Matt GayK - WAS,NYG,2.91,0.0,0.47,0.53,0.47,0.33,8.97,,,,,,,,,,1,Matt Gay,K,WAS
Chase McLaughlinK - TB,@ATL,2.73,0.0,0.39,0.52,0.52,0.39,8.97,,,,,,,,,,1,Chase McLaughlin,K,TB
Tyler BassK - BUFQ,BAL,3.21,0.0,0.4,0.53,0.53,0.27,8.94,,,,,,,,,,1,Tyler Bass,K,BUFQ
Jake BatesK - DET,@GB,2.99,0.0,0.32,0.51,0.51,0.38,8.91,,,,,,,,,,1,Jake Bates,K,DET
Cameron DickerK - LAC,KC,2.39,0.07,0.36,0.56,0.56,0.37,8.89,,,,,,,,,,1,Cameron Dicker,K,LAC
Jake ElliottK - PHI,DAL,2.94,0.0,0.47,0.53,0.53,0.27,8.88,,,,,,,,,,1,Jake Elliott,K,PHI
Harrison ButkerK - KC,@LAC,2.74,0.07,0.37,0.51,0.44,0.38,8.81,,,,,,,,,,1,Harrison Butker,K,KC
Cam LittleK - JAX,CAR,2.51,0.0,0.48,0.54,0.48,0.34,8.71,,,,,,,,,,1,Cam Little,K,JAX
Evan McPhersonK - CIN,@CLE,2.79,0.0,0.39,0.52,0.52,0.32,8.68,,,,,,,,,,1,Evan McPherson,K,CIN
Ka'imi FairbairnK - HOU,@LAR,2.27,0.0,0.43,0.56,0.49,0.37,8.56,,,,,,,,,,1,Ka'imi Fairbairn,K,HOU
Wil LutzK - DEN,TEN,2.32,0.0,0.46,0.51,0.46,0.39,8.56,,,,,,,,,,1,Wil Lutz,K,DEN
Tyler LoopK - BALView News,@BUF,2.93,0.0,0.32,0.52,0.59,0.26,8.52,,,,,,,,,,1,Tyler Loop,K,BAL
Brandon McManusK - GB,DET,2.37,0.0,0.46,0.52,0.52,0.33,8.52,,,,,,,,,,1,Brandon McManus,K,GB
Daniel CarlsonK - LV,@NE,2.1,0.0,0.43,0.43,0.49,0.43,8.3,,,,,,,,,,1,Daniel Carlson,K,LV
Chris BoswellK - PIT,@NYJ,2.06,0.0,0.42,0.54,0.48,0.37,8.23,,,,,,,,,,1,Chris Boswell,K,PIT
Younghoe KooK - ATL,TB,2.09,0.0,0.38,0.51,0.51,0.38,8.19,,,,,,,,,,1,Younghoe Koo,K,ATL
Will ReichardK - MIN,@CHI,2.27,0.0,0.37,0.49,0.49,0.37,8.17,,,,,,,,,,1,Will Reichard,K,MIN
Joshua KartyK - LAR,HOU,2.18,0.0,0.44,0.51,0.51,0.32,8.16,,,,,,,,,,1,Joshua Karty,K,LAR
Chad RylandK - ARI,@NO,2.18,0.0,0.39,0.51,0.51,0.32,8.01,,,,,,,,,,1,Chad Ryland,K,ARI
Jason SandersK - MIA,@IND,2.29,0.0,0.44,0.51,0.51,0.26,7.97,,,,,,,,,,1,Jason Sanders,K,MIA
Cairo SantosK - CHI,MIN,1.93,0.0,0.43,0.5,0.56,0.24,7.6,,,,,,,,,,1,Cairo Santos,K,CHI
Jason MyersK - SEA,SF,2.02,0.0,0.43,0.49,0.49,0.24,7.45,,,,,,,,,,1,Jason Myers,K,SEA
Spencer ShraderK - INDView News,MIA,2.07,0.0,0.31,0.57,0.57,0.19,7.37,,,,,,,,,,1,Spencer Shrader,K,IND
Blake GrupeK - NO,ARI,1.79,0.0,0.34,0.46,0.4,0.29,6.84,,,,,,,,,,1,Blake Grupe,K,NO
Blake GrupeK - NO,ARI,1.79,0.0,0.34,0.46,0.4,0.29,6.84,,,,,,,,,,1,Blake Grupe,K,NO
Graham GanoK - NYG,@WAS,1.71,0.0,0.36,0.47,0.41,0.23,6.58,,,,,,,,,,1,Graham Gano,K,NYG
Dustin HopkinsK - CLEView News,CIN,1.59,0.0,0.36,0.47,0.41,0.23,6.46,,,,,,,,,,1,Dustin Hopkins,K,CLE
Joey SlyeK - TEN,@DEN,1.63,0.0,0.33,0.39,0.39,0.28,6.36,,,,,,,,,,1,Joey Slye,K,TEN
Jake MoodyK - SFView News,@SEA,2.14,0.0,0.2,0.46,0.41,0.2,6.35,,,,,,,,,,1,Jake Moody,K,SF
Nick FolkK - NYJ,PIT,1.69,0.0,0.31,0.46,0.41,0.15,5.98,,,,,,,,,,1,Nick Folk,K,NYJ
Andy BorregalesK - NE,LV,1.74,0.0,0.3,0.4,0.4,0.15,5.79,,,,,,,,,,1,Andy Borregales,K,NE
Matthew WrightK - CAR,@JAX,1.58,0.0,0.29,0.44,0.39,0.15,5.69,,,,,,,,,,1,Matthew Wright,K,CAR
Ryan FitzgeraldK - CAR,@JAX,0.4,0.0,0.1,0.1,0.1,0.1,1.8,,,,,,,,,,1,Ryan Fitzgerald,K,CAR
John Parker RomoK - NE,LV,0.47,0.0,0.07,0.13,0.07,0.07,1.63,,,,,,,,,,1,John Parker Romo,K,NE
Harrison MevisK - NYJ,PIT,0.18,0.0,0.02,0.05,0.05,0.02,0.64,,,,,,,,,,1,Harrison Mevis,K,NYJ
Caden DavisK - BUF,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,Caden Davis,K,BUF
Jude McAtamneyK - NYG,@WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,Jude McAtamney,K,NYG
Ben SaulsK - PIT,@NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,Ben Sauls,K,PIT
Charlie SmythK - NO,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,Charlie Smyth,K,NO
Anders CarlsonK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,Anders Carlson,K,
Ryan CoeK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,Ryan Coe,K,
Zane GonzalezK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,Zane Gonzalez,K,
Alex HaleK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,Alex Hale,K,
John HoylandK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,John Hoyland,K,
Greg JosephK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,Greg Joseph,K,
Jonathan KimK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,Jonathan Kim,K,
Lenny KriegK - ATL,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,Lenny Krieg,K,ATL
Mark McNameeK - GB,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,Mark McNamee,K,GB
Riley PattersonK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,Riley Patterson,K,
Brandon AubreyK - DAL,NYG,2.14,0.0,0.39,0.45,0.51,0.51,8.74,,,,,,,,,,2,Brandon Aubrey,K,DAL
Cameron DickerK - LAC,@LV,2.19,0.06,0.34,0.51,0.51,0.34,8.15,,,,,,,,,,2,Cameron Dicker,K,LAC
Jake BatesK - DET,CHI,2.64,0.0,0.28,0.45,0.45,0.34,7.88,,,,,,,,,,2,Jake Bates,K,DET
Harrison ButkerK - KC,PHI,2.42,0.06,0.34,0.45,0.39,0.34,7.84,,,,,,,,,,2,Harrison Butker,K,KC
Ka'imi FairbairnK - HOU,TB,2.08,0.0,0.39,0.51,0.45,0.34,7.83,,,,,,,,,,2,Ka'imi Fairbairn,K,HOU
Chase McLaughlinK - TB,@HOU,2.36,0.0,0.34,0.45,0.45,0.34,7.78,,,,,,,,,,2,Chase McLaughlin,K,TB
Chris BoswellK - PIT,SEA,1.91,0.0,0.39,0.51,0.45,0.34,7.66,,,,,,,,,,2,Chris Boswell,K,PIT
Tyler LoopK - BALView News,CLE,2.53,0.0,0.28,0.51,0.51,0.23,7.58,,,,,,,,,,2,Tyler Loop,K,BAL
Tyler BassK - BUFQ,@NYJ,2.7,0.0,0.34,0.45,0.45,0.23,7.57,,,,,,,,,,2,Tyler Bass,K,BUFQ
Matt GayK - WAS,@GB,2.48,0.0,0.39,0.45,0.39,0.28,7.57,,,,,,,,,,2,Matt Gay,K,WAS
Daniel CarlsonK - LV,LAC,1.91,0.0,0.39,0.39,0.45,0.39,7.55,,,,,,,,,,2,Daniel Carlson,K,LV
Evan McPhersonK - CIN,JAX,2.42,0.0,0.34,0.45,0.45,0.28,7.54,,,,,,,,,,2,Evan McPherson,K,CIN
Will ReichardK - MIN,ATL,2.08,0.0,0.34,0.45,0.45,0.34,7.5,,,,,,,,,,2,Will Reichard,K,MIN
Wil LutzK - DEN,@IND,2.03,0.0,0.39,0.45,0.39,0.34,7.42,,,,,,,,,,2,Wil Lutz,K,DEN
Jake ElliottK - PHI,@KC,2.36,0.0,0.39,0.45,0.45,0.23,7.38,,,,,,,,,,2,Jake Elliott,K,PHI
Brandon McManusK - GB,WAS,2.03,0.0,0.39,0.45,0.45,0.28,7.3,,,,,,,,,,2,Brandon McManus,K,GB
Younghoe KooK - ATL,@MIN,1.86,0.0,0.34,0.45,0.45,0.34,7.28,,,,,,,,,,2,Younghoe Koo,K,ATL
Joshua KartyK - LAR,@TEN,1.91,0.0,0.39,0.45,0.45,0.28,7.18,,,,,,,,,,2,Joshua Karty,K,LAR
Cam LittleK - JAX,@CIN,2.08,0.0,0.39,0.45,0.39,0.28,7.17,,,,,,,,,,2,Cam Little,K,JAX
Jake MoodyK - SFView News,@NO,2.36,0.0,0.23,0.51,0.45,0.23,7.08,,,,,,,,,,2,Jake Moody,K,SF
Jason SandersK - MIA,NE,2.03,0.0,0.39,0.45,0.45,0.23,7.05,,,,,,,,,,2,Jason Sanders,K,MIA
Chad RylandK - ARI,CAR,1.91,0.0,0.34,0.45,0.45,0.28,7.03,,,,,,,,,,2,Chad Ryland,K,ARI
Cairo SantosK - CHI,@DET,1.74,0.0,0.39,0.45,0.51,0.23,6.94,,,,,,,,,,2,Cairo Santos,K,CHI
Jason MyersK - SEA,@PIT,1.86,0.0,0.39,0.45,0.45,0.23,6.88,,,,,,,,,,2,Jason Myers,K,SEA
Blake GrupeK - NO,SF,1.74,0.0,0.34,0.45,0.39,0.28,6.68,,,,,,,,,,2,Blake Grupe,K,NO
Blake GrupeK - NO,SF,1.74,0.0,0.34,0.45,0.39,0.28,6.68,,,,,,,,,,2,Blake Grupe,K,NO
Spencer ShraderK - INDView News,DEN,1.86,0.0,0.28,0.51,0.51,0.17,6.61,,,,,,,,,,2,Spencer Shrader,K,IND
Matthew WrightK - CAR,@ARI,1.8,0.0,0.34,0.51,0.45,0.17,6.55,,,,,,,,,,2,Matthew Wright,K,CAR
Andy BorregalesK - NE,@MIA,1.97,0.0,0.34,0.45,0.45,0.17,6.54,,,,,,,,,,2,Andy Borregales,K,NE
Joey SlyeK - TEN,LAR,1.63,0.0,0.34,0.39,0.39,0.28,6.39,,,,,,,,,,2,Joey Slye,K,TEN
Graham GanoK - NYG,@DAL,1.63,0.0,0.34,0.45,0.39,0.23,6.32,,,,,,,,,,2,Graham Gano,K,NYG
Dustin HopkinsK - CLEView News,@BAL,1.52,0.0,0.34,0.45,0.39,0.23,6.21,,,,,,,,,,2,Dustin Hopkins,K,CLE
John Parker RomoK - NE,@MIA,0.47,0.0,0.07,0.13,0.07,0.07,1.63,,,,,,,,,,2,John Parker Romo,K,NE
Ryan FitzgeraldK - CAR,@ARI,0.2,0.0,0.05,0.05,0.05,0.05,0.9,,,,,,,,,,2,Ryan Fitzgerald,K,CAR
Caden DavisK - BUF,@NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2,Caden Davis,K,BUF
Nick FolkK - NYJ,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2,Nick Folk,K,NYJ
Jude McAtamneyK - NYG,@DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2,Jude McAtamney,K,NYG
Harrison MevisK - NYJ,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2,Harrison Mevis,K,NYJ
Ben SaulsK - PIT,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2,Ben Sauls,K,PIT
Charlie SmythK - NO,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2,Charlie Smyth,K,NO
Anders CarlsonK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2,Anders Carlson,K,
Ryan CoeK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2,Ryan Coe,K,
Zane GonzalezK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2,Zane Gonzalez,K,
Alex HaleK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2,Alex Hale,K,
John HoylandK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2,John Hoyland,K,
Greg JosephK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2,Greg Joseph,K,
Jonathan KimK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2,Jonathan Kim,K,
Lenny KriegK - ATL,@MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2,Lenny Krieg,K,ATL
Mark McNameeK - GB,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2,Mark McNamee,K,GB
Riley PattersonK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2,Riley Patterson,K,
Brandon AubreyK - DAL,@CHI,2.14,0.0,0.39,0.45,0.51,0.51,8.74,,,,,,,,,,3,Brandon Aubrey,K,DAL
Cameron DickerK - LAC,DEN,2.19,0.06,0.34,0.51,0.51,0.34,8.15,,,,,,,,,,3,Cameron Dicker,K,LAC
Jake BatesK - DET,@BAL,2.64,0.0,0.28,0.45,0.45,0.34,7.88,,,,,,,,,,3,Jake Bates,K,DET
Harrison ButkerK - KC,@NYG,2.42,0.06,0.34,0.45,0.39,0.34,7.84,,,,,,,,,,3,Harrison Butker,K,KC
Ka'imi FairbairnK - HOU,@JAX,2.08,0.0,0.39,0.51,0.45,0.34,7.83,,,,,,,,,,3,Ka'imi Fairbairn,K,HOU
Chase McLaughlinK - TB,NYJ,2.36,0.0,0.34,0.45,0.45,0.34,7.78,,,,,,,,,,3,Chase McLaughlin,K,TB
Chris BoswellK - PIT,@NE,1.91,0.0,0.39,0.51,0.45,0.34,7.66,,,,,,,,,,3,Chris Boswell,K,PIT
Tyler LoopK - BALView News,DET,2.53,0.0,0.28,0.51,0.51,0.23,7.58,,,,,,,,,,3,Tyler Loop,K,BAL
Tyler BassK - BUFQ,MIA,2.7,0.0,0.34,0.45,0.45,0.23,7.57,,,,,,,,,,3,Tyler Bass,K,BUFQ
Matt GayK - WAS,LV,2.48,0.0,0.39,0.45,0.39,0.28,7.57,,,,,,,,,,3,Matt Gay,K,WAS
Daniel CarlsonK - LV,@WAS,1.91,0.0,0.39,0.39,0.45,0.39,7.55,,,,,,,,,,3,Daniel Carlson,K,LV
Evan McPhersonK - CIN,@MIN,2.42,0.0,0.34,0.45,0.45,0.28,7.54,,,,,,,,,,3,Evan McPherson,K,CIN
Will ReichardK - MIN,CIN,2.08,0.0,0.34,0.45,0.45,0.34,7.5,,,,,,,,,,3,Will Reichard,K,MIN
Wil LutzK - DEN,@LAC,2.03,0.0,0.39,0.45,0.39,0.34,7.42,,,,,,,,,,3,Wil Lutz,K,DEN
Jake ElliottK - PHI,LAR,2.36,0.0,0.39,0.45,0.45,0.23,7.38,,,,,,,,,,3,Jake Elliott,K,PHI
Brandon McManusK - GB,@CLE,2.03,0.0,0.39,0.45,0.45,0.28,7.3,,,,,,,,,,3,Brandon McManus,K,GB
Younghoe KooK - ATL,@CAR,1.86,0.0,0.34,0.45,0.45,0.34,7.28,,,,,,,,,,3,Younghoe Koo,K,ATL
Joshua KartyK - LAR,@PHI,1.91,0.0,0.39,0.45,0.45,0.28,7.18,,,,,,,,,,3,Joshua Karty,K,LAR
Cam LittleK - JAX,HOU,2.08,0.0,0.39,0.45,0.39,0.28,7.17,,,,,,,,,,3,Cam Little,K,JAX
Jake MoodyK - SFView News,ARI,2.36,0.0,0.23,0.51,0.45,0.23,7.08,,,,,,,,,,3,Jake Moody,K,SF
Jason SandersK - MIA,@BUF,2.03,0.0,0.39,0.45,0.45,0.23,7.05,,,,,,,,,,3,Jason Sanders,K,MIA
Chad RylandK - ARI,@SF,1.91,0.0,0.34,0.45,0.45,0.28,7.03,,,,,,,,,,3,Chad Ryland,K,ARI
Cairo SantosK - CHI,DAL,1.74,0.0,0.39,0.45,0.51,0.23,6.94,,,,,,,,,,3,Cairo Santos,K,CHI
Jason MyersK - SEA,NO,1.86,0.0,0.39,0.45,0.45,0.23,6.88,,,,,,,,,,3,Jason Myers,K,SEA
Blake GrupeK - NO,@SEA,1.74,0.0,0.34,0.45,0.39,0.28,6.68,,,,,,,,,,3,Blake Grupe,K,NO
Blake GrupeK - NO,@SEA,1.74,0.0,0.34,0.45,0.39,0.28,6.68,,,,,,,,,,3,Blake Grupe,K,NO
Spencer ShraderK - INDView News,@TEN,1.86,0.0,0.28,0.51,0.51,0.17,6.61,,,,,,,,,,3,Spencer Shrader,K,IND
Matthew WrightK - CAR,ATL,1.8,0.0,0.34,0.51,0.45,0.17,6.55,,,,,,,,,,3,Matthew Wright,K,CAR
Andy BorregalesK - NE,PIT,1.97,0.0,0.34,0.45,0.45,0.17,6.54,,,,,,,,,,3,Andy Borregales,K,NE
Joey SlyeK - TEN,IND,1.63,0.0,0.34,0.39,0.39,0.28,6.39,,,,,,,,,,3,Joey Slye,K,TEN
Graham GanoK - NYG,KC,1.63,0.0,0.34,0.45,0.39,0.23,6.32,,,,,,,,,,3,Graham Gano,K,NYG
Dustin HopkinsK - CLEView News,GB,1.52,0.0,0.34,0.45,0.39,0.23,6.21,,,,,,,,,,3,Dustin Hopkins,K,CLE
John Parker RomoK - NE,PIT,0.47,0.0,0.07,0.13,0.07,0.07,1.63,,,,,,,,,,3,John Parker Romo,K,NE
Ryan FitzgeraldK - CAR,ATL,0.2,0.0,0.05,0.05,0.05,0.05,0.9,,,,,,,,,,3,Ryan Fitzgerald,K,CAR
Caden DavisK - BUF,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,3,Caden Davis,K,BUF
Nick FolkK - NYJ,@TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,3,Nick Folk,K,NYJ
Jude McAtamneyK - NYG,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,3,Jude McAtamney,K,NYG
Harrison MevisK - NYJ,@TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,3,Harrison Mevis,K,NYJ
Ben SaulsK - PIT,@NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,3,Ben Sauls,K,PIT
Charlie SmythK - NO,@SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,3,Charlie Smyth,K,NO
Anders CarlsonK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,3,Anders Carlson,K,
Ryan CoeK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,3,Ryan Coe,K,
Zane GonzalezK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,3,Zane Gonzalez,K,
Alex HaleK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,3,Alex Hale,K,
John HoylandK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,3,John Hoyland,K,
Greg JosephK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,3,Greg Joseph,K,
Jonathan KimK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,3,Jonathan Kim,K,
Lenny KriegK - ATL,@CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,3,Lenny Krieg,K,ATL
Mark McNameeK - GB,@CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,3,Mark McNamee,K,GB
Riley PattersonK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,3,Riley Patterson,K,
Brandon AubreyK - DAL,GB,2.14,0.0,0.39,0.45,0.51,0.51,8.74,,,,,,,,,,4,Brandon Aubrey,K,DAL
Cameron DickerK - LAC,@NYG,2.19,0.06,0.34,0.51,0.51,0.34,8.15,,,,,,,,,,4,Cameron Dicker,K,LAC
Jake BatesK - DET,CLE,2.64,0.0,0.28,0.45,0.45,0.34,7.88,,,,,,,,,,4,Jake Bates,K,DET
Harrison ButkerK - KC,BAL,2.42,0.06,0.34,0.45,0.39,0.34,7.84,,,,,,,,,,4,Harrison Butker,K,KC
Ka'imi FairbairnK - HOU,TEN,2.08,0.0,0.39,0.51,0.45,0.34,7.83,,,,,,,,,,4,Ka'imi Fairbairn,K,HOU
Chase McLaughlinK - TB,PHI,2.36,0.0,0.34,0.45,0.45,0.34,7.78,,,,,,,,,,4,Chase McLaughlin,K,TB
Chris BoswellK - PIT,MIN,1.91,0.0,0.39,0.51,0.45,0.34,7.66,,,,,,,,,,4,Chris Boswell,K,PIT
Tyler LoopK - BALView News,@KC,2.53,0.0,0.28,0.51,0.51,0.23,7.58,,,,,,,,,,4,Tyler Loop,K,BAL
Tyler BassK - BUFQ,NO,2.7,0.0,0.34,0.45,0.45,0.23,7.57,,,,,,,,,,4,Tyler Bass,K,BUFQ
Matt GayK - WAS,@ATL,2.48,0.0,0.39,0.45,0.39,0.28,7.57,,,,,,,,,,4,Matt Gay,K,WAS
Daniel CarlsonK - LV,CHI,1.91,0.0,0.39,0.39,0.45,0.39,7.55,,,,,,,,,,4,Daniel Carlson,K,LV
Evan McPhersonK - CIN,@DEN,2.42,0.0,0.34,0.45,0.45,0.28,7.54,,,,,,,,,,4,Evan McPherson,K,CIN
Will ReichardK - MIN,@PIT,2.08,0.0,0.34,0.45,0.45,0.34,7.5,,,,,,,,,,4,Will Reichard,K,MIN
Wil LutzK - DEN,CIN,2.03,0.0,0.39,0.45,0.39,0.34,7.42,,,,,,,,,,4,Wil Lutz,K,DEN
Jake ElliottK - PHI,@TB,2.36,0.0,0.39,0.45,0.45,0.23,7.38,,,,,,,,,,4,Jake Elliott,K,PHI
Brandon McManusK - GB,@DAL,2.03,0.0,0.39,0.45,0.45,0.28,7.3,,,,,,,,,,4,Brandon McManus,K,GB
Younghoe KooK - ATL,WAS,1.86,0.0,0.34,0.45,0.45,0.34,7.28,,,,,,,,,,4,Younghoe Koo,K,ATL
Joshua KartyK - LAR,IND,1.91,0.0,0.39,0.45,0.45,0.28,7.18,,,,,,,,,,4,Joshua Karty,K,LAR
Cam LittleK - JAX,@SF,2.08,0.0,0.39,0.45,0.39,0.28,7.17,,,,,,,,,,4,Cam Little,K,JAX
Jake MoodyK - SFView News,JAX,2.36,0.0,0.23,0.51,0.45,0.23,7.08,,,,,,,,,,4,Jake Moody,K,SF
Jason SandersK - MIA,NYJ,2.03,0.0,0.39,0.45,0.45,0.23,7.05,,,,,,,,,,4,Jason Sanders,K,MIA
Chad RylandK - ARI,SEA,1.91,0.0,0.34,0.45,0.45,0.28,7.03,,,,,,,,,,4,Chad Ryland,K,ARI
Cairo SantosK - CHI,@LV,1.74,0.0,0.39,0.45,0.51,0.23,6.94,,,,,,,,,,4,Cairo Santos,K,CHI
Jason MyersK - SEA,@ARI,1.86,0.0,0.39,0.45,0.45,0.23,6.88,,,,,,,,,,4,Jason Myers,K,SEA
Blake GrupeK - NO,@BUF,1.74,0.0,0.34,0.45,0.39,0.28,6.68,,,,,,,,,,4,Blake Grupe,K,NO
Blake GrupeK - NO,@BUF,1.74,0.0,0.34,0.45,0.39,0.28,6.68,,,,,,,,,,4,Blake Grupe,K,NO
Spencer ShraderK - INDView News,@LAR,1.86,0.0,0.28,0.51,0.51,0.17,6.61,,,,,,,,,,4,Spencer Shrader,K,IND
Matthew WrightK - CAR,@NE,1.8,0.0,0.34,0.51,0.45,0.17,6.55,,,,,,,,,,4,Matthew Wright,K,CAR
