Player,Opp,PassYds,PassTD,Int,RushYds,RushTD,Rec,RecYds,RecTD,RetTD,FumTD,TwoPt,Lost,Points,Week,Name,_position,_team
AJ BarnerTE - SEA,@TEN,0,0,0,0.0,0,0.84,8.04,0.06,0,0,0,0.0,2.0,12,AJ Barner,TE,SEA
Brock BowersTE - LVView News,@LAC,0,0,0,0.94,0,5.55,58.58,0.35,0,0,0,0.06,13.48,13,Brock Bowers,TE,LV
Trey McBrideTE - ARI,@TB,0,0,0,0.18,0,5.61,57.41,0.35,0,0,0,0.06,13.35,13,Trey McBride,TE,ARI
George KittleTE - SF,@CLE,0,0,0,0.0,0,4.14,57.41,0.41,0,0,0,0.06,12.22,13,George Kittle,TE,SF
Sam LaPortaTE - DETQ,GB,0,0,0,0.0,0,4.11,45.95,0.35,0,0,0,0.06,10.69,13,Sam LaPorta,TE,DETQ
Travis KelceTE - KC,@DAL,0,0,0,0.06,0,4.17,41.25,0.29,0,0,0,0.06,9.92,13,Travis Kelce,TE,KC
T.J. HockensonTE - MIN,@SEA,0,0,0,0.0,0,4.12,41.19,0.28,0,0,0,0.06,9.8,13,T.J. Hockenson,TE,MIN
Mark AndrewsTE - BAL,CIN,0,0,0,0.24,0,3.26,40.32,0.41,0,0,0,0.06,9.66,13,Mark Andrews,TE,BAL
Evan EngramTE - DENView News,@WAS,0,0,0,0.0,0,4.02,37.45,0.25,0,0,0,0.06,9.15,13,Evan Engram,TE,DEN
David NjokuTE - CLE,SF,0,0,0,0.0,0,3.83,38.37,0.24,0,0,0,0.06,8.99,13,David Njoku,TE,CLE
Dallas GoedertTE - PHI,CHI,0,0,0,0.0,0,3.54,38.63,0.24,0,0,0,0.06,8.72,13,Dallas Goedert,TE,PHI
Colston LovelandTE - CHI,@PHI,0,0,0,0.0,0,3.65,36.94,0.24,0,0,0,0.06,8.66,13,Colston Loveland,TE,CHI
Tyler WarrenTE - INDView News,HOU,0,0,0,0.65,0,3.59,36.71,0.24,0,0,0,0.06,8.65,13,Tyler Warren,TE,IND
Jake FergusonTE - DALQ,KC,0,0,0,0.0,0,3.62,35.7,0.23,0,0,0,0.06,8.45,13,Jake Ferguson,TE,DALQ
Hunter HenryTE - NE,NYG,0,0,0,0.0,0,3.26,34.07,0.24,0,0,0,0.06,7.99,13,Hunter Henry,TE,NE
Mason TaylorTE - NYJ,ATL,0,0,0,0.0,0,3.32,33.6,0.21,0,0,0,0.0,7.94,13,Mason Taylor,TE,NYJ
Zach ErtzTE - WAS,DEN,0,0,0,0.0,0,3.33,31.57,0.24,0,0,0,0.0,7.93,13,Zach Ertz,TE,WAS
Tucker KraftTE - GB,@DET,0,0,0,0.0,0,3.18,33.75,0.24,0,0,0,0.06,7.88,13,Tucker Kraft,TE,GB
Dalton KincaidTE - BUF,@PIT,0,0,0,0.0,0,3.42,34.5,0.18,0,0,0,0.06,7.83,13,Dalton Kincaid,TE,BUF
Mike GesickiTE - CINQ,@BAL,0,0,0,0.0,0,2.86,30.0,0.23,0,0,0,0.0,7.24,13,Mike Gesicki,TE,CINQ
Kyle PittsTE - ATL,@NYJ,0,0,0,0.0,0,2.71,33.75,0.18,0,0,0,0.0,7.17,13,Kyle Pitts,TE,ATL
Dalton SchultzTE - HOU,@IND,0,0,0,0.0,0,2.96,30.73,0.18,0,0,0,0.06,6.99,13,Dalton Schultz,TE,HOU
Jonnu SmithTE - PITQ,BUF,0,0,0,0.19,0,2.92,29.9,0.19,0,0,0,0.06,6.95,13,Jonnu Smith,TE,PITQ
Brenton StrangeTE - JAX,@TEN,0,0,0,0.0,0,2.88,27.76,0.18,0,0,0,0.0,6.74,13,Brenton Strange,TE,JAX
Isaiah LikelyTE - BALQ,CIN,0,0,0,0.0,0,2.45,27.14,0.24,0,0,0,0.06,6.48,13,Isaiah Likely,TE,BALQ
Cade OttonTE - TBView News,ARI,0,0,0,0.0,0,2.68,26.89,0.17,0,0,0,0.0,6.39,13,Cade Otton,TE,TB
Cade OttonTE - TBView News,ARI,0,0,0,0.0,0,2.68,26.89,0.17,0,0,0,0.0,6.39,13,Cade Otton,TE,TB
Chig OkonkwoTE - TEN,JAX,0,0,0,0.3,0,2.73,26.42,0.18,0,0,0,0.06,6.36,13,Chig Okonkwo,TE,TEN
Ja'Tavion SandersTE - CAR,LAR,0,0,0,0.0,0,2.58,25.78,0.18,0,0,0,0.0,6.24,13,Ja'Tavion Sanders,TE,CAR
Pat FreiermuthTE - PIT,BUF,0,0,0,0.0,0,2.68,25.47,0.16,0,0,0,0.05,6.09,13,Pat Freiermuth,TE,PIT
Darren WallerTE - MIAPUP,NO,0,0,0,0.0,0,2.47,26.47,0.15,0,0,0,0.0,6.02,13,Darren WallerTE - MI,,APUP
Theo JohnsonTE - NYG,@NE,0,0,0,0.0,0,2.39,24.92,0.16,0,0,0,0.0,5.84,13,Theo Johnson,TE,NYG
Tyler ConklinTE - LAC,LV,0,0,0,0.0,0,2.3,21.35,0.18,0,0,0,0.0,5.52,13,Tyler Conklin,TE,LAC
Noah GrayTE - KC,@DAL,0,0,0,0.0,0,2.04,20.59,0.18,0,0,0,0.0,5.18,13,Noah Gray,TE,KC
Harold Fannin Jr.TE - CLE,SF,0,0,0,0.0,0,2.14,21.07,0.14,0,0,0,0.0,5.09,13,Harold Fannin Jr.,TE,CLE
Juwan JohnsonTE - NO,@MIA,0,0,0,0.0,0,2.09,22.24,0.12,0,0,0,0.0,5.03,13,Juwan Johnson,TE,NO
Cole KmetTE - CHI,@PHI,0,0,0,0.0,0,2.09,21.52,0.13,0,0,0,0.07,4.88,13,Cole Kmet,TE,CHI
Will DisslyTE - LAC,LV,0,0,0,0.0,0,1.96,18.87,0.12,0,0,0,0.0,4.57,13,Will Dissly,TE,LAC
Elijah ArroyoTE - SEA,MIN,0,0,0,0.0,0,1.85,16.85,0.12,0,0,0,0.0,4.26,13,Elijah Arroyo,TE,SEA
Tyler HigbeeTE - LAR,@CAR,0,0,0,0.0,0,1.77,17.2,0.12,0,0,0,0.0,4.21,13,Tyler Higbee,TE,LAR
Michael MayerTE - LV,@LAC,0,0,0,0.0,0,1.73,16.96,0.12,0,0,0,0.0,4.15,13,Michael Mayer,TE,LV
Noah FantTE - CIN,@BAL,0,0,0,0.0,0,1.67,16.96,0.12,0,0,0,0.0,4.09,13,Noah Fant,TE,CIN
Ben SinnottTE - WAS,DEN,0,0,0,0.0,0,1.34,13.35,0.12,0,0,0,0.0,3.4,13,Ben Sinnott,TE,WAS
Dawson KnoxTE - BUF,@PIT,0,0,0,0.0,0,1.28,13.76,0.12,0,0,0,0.0,3.38,13,Dawson Knox,TE,BUF
Terrance FergusonTE - LARQ,@CAR,0,0,0,0.0,0,1.29,13.29,0.12,0,0,0,0.0,3.34,13,Terrance Ferguson,TE,LARQ
Austin HooperTE - NE,NYG,0,0,0,0.0,0,1.32,12.9,0.06,0,0,0,0.0,2.97,13,Austin Hooper,TE,NE
Darnell WashingtonTE - PIT,BUF,0,0,0,0.0,0,1.17,11.88,0.09,0,0,0,0.0,2.9,13,Darnell Washington,TE,PIT
Elijah HigginsTE - ARI,@TB,0,0,0,0.0,0,1.08,10.86,0.06,0,0,0,0.0,2.53,13,Elijah Higgins,TE,ARI
Luke MusgraveTE - GB,@DET,0,0,0,0.0,0,0.99,10.91,0.06,0,0,0,0.0,2.44,13,Luke Musgrave,TE,GB
Gunnar HelmTE - TEN,JAX,0,0,0,0.0,0,0.97,9.98,0.06,0,0,0,0.0,2.33,13,Gunnar Helm,TE,TEN
Foster MoreauTE - NOPUP,@MIA,0,0,0,0.0,0,0.97,9.37,0.06,0,0,0,0.0,2.27,13,Foster MoreauTE - N,,OPUP
Brock BowersTE - LVView News,DEN,0,0,0,0.94,0,5.55,58.58,0.35,0,0,0,0.06,13.48,14,Brock Bowers,TE,LV
Trey McBrideTE - ARI,LAR,0,0,0,0.18,0,5.61,57.41,0.35,0,0,0,0.06,13.35,14,Trey McBride,TE,ARI
Sam LaPortaTE - DETQ,DAL,0,0,0,0.0,0,4.11,45.95,0.35,0,0,0,0.06,10.69,14,Sam LaPorta,TE,DETQ
Travis KelceTE - KC,HOU,0,0,0,0.06,0,4.17,41.25,0.29,0,0,0,0.06,9.92,14,Travis Kelce,TE,KC
T.J. HockensonTE - MIN,WAS,0,0,0,0.0,0,4.12,41.19,0.28,0,0,0,0.06,9.8,14,T.J. Hockenson,TE,MIN
Mark AndrewsTE - BAL,PIT,0,0,0,0.24,0,3.26,40.32,0.41,0,0,0,0.06,9.66,14,Mark Andrews,TE,BAL
Evan EngramTE - DENView News,@LV,0,0,0,0.0,0,4.02,37.45,0.25,0,0,0,0.06,9.15,14,Evan Engram,TE,DEN
David NjokuTE - CLE,TEN,0,0,0,0.0,0,3.83,38.37,0.24,0,0,0,0.06,8.99,14,David Njoku,TE,CLE
Dallas GoedertTE - PHI,@LAC,0,0,0,0.0,0,3.54,38.63,0.24,0,0,0,0.06,8.72,14,Dallas Goedert,TE,PHI
Colston LovelandTE - CHI,@GB,0,0,0,0.0,0,3.65,36.94,0.24,0,0,0,0.06,8.66,14,Colston Loveland,TE,CHI
Tyler WarrenTE - INDView News,@JAX,0,0,0,0.65,0,3.59,36.71,0.24,0,0,0,0.06,8.65,14,Tyler Warren,TE,IND
Jake FergusonTE - DALQ,@DET,0,0,0,0.0,0,3.62,35.7,0.23,0,0,0,0.06,8.45,14,Jake Ferguson,TE,DALQ
Mason TaylorTE - NYJ,MIA,0,0,0,0.0,0,3.32,33.6,0.21,0,0,0,0.0,7.94,14,Mason Taylor,TE,NYJ
Zach ErtzTE - WAS,@MIN,0,0,0,0.0,0,3.33,31.57,0.24,0,0,0,0.0,7.93,14,Zach Ertz,TE,WAS
Tucker KraftTE - GB,CHI,0,0,0,0.0,0,3.18,33.75,0.24,0,0,0,0.06,7.88,14,Tucker Kraft,TE,GB
Dalton KincaidTE - BUF,CIN,0,0,0,0.0,0,3.42,34.5,0.18,0,0,0,0.06,7.83,14,Dalton Kincaid,TE,BUF
Mike GesickiTE - CINQ,@BUF,0,0,0,0.0,0,2.86,30.0,0.23,0,0,0,0.0,7.24,14,Mike Gesicki,TE,CINQ
Kyle PittsTE - ATL,SEA,0,0,0,0.0,0,2.71,33.75,0.18,0,0,0,0.0,7.17,14,Kyle Pitts,TE,ATL
Dalton SchultzTE - HOU,@KC,0,0,0,0.0,0,2.96,30.73,0.18,0,0,0,0.06,6.99,14,Dalton Schultz,TE,HOU
Jonnu SmithTE - PITQ,@BAL,0,0,0,0.19,0,2.92,29.9,0.19,0,0,0,0.06,6.95,14,Jonnu Smith,TE,PITQ
Brenton StrangeTE - JAX,IND,0,0,0,0.0,0,2.88,27.76,0.18,0,0,0,0.0,6.74,14,Brenton Strange,TE,JAX
Isaiah LikelyTE - BALQ,PIT,0,0,0,0.0,0,2.45,27.14,0.24,0,0,0,0.06,6.48,14,Isaiah Likely,TE,BALQ
Cade OttonTE - TBView News,NO,0,0,0,0.0,0,2.68,26.89,0.17,0,0,0,0.0,6.39,14,Cade Otton,TE,TB
Chig OkonkwoTE - TEN,@CLE,0,0,0,0.3,0,2.73,26.42,0.18,0,0,0,0.06,6.36,14,Chig Okonkwo,TE,TEN
Pat FreiermuthTE - PIT,@BAL,0,0,0,0.0,0,2.68,25.47,0.16,0,0,0,0.05,6.09,14,Pat Freiermuth,TE,PIT
Pat FreiermuthTE - PIT,@BAL,0,0,0,0.0,0,2.68,25.47,0.16,0,0,0,0.05,6.09,14,Pat Freiermuth,TE,PIT
Darren WallerTE - MIAPUP,@NYJ,0,0,0,0.0,0,2.47,26.47,0.15,0,0,0,0.0,6.02,14,Darren WallerTE - MI,,APUP
Tyler ConklinTE - LAC,PHI,0,0,0,0.0,0,2.3,21.35,0.18,0,0,0,0.0,5.52,14,Tyler Conklin,TE,LAC
Noah GrayTE - KC,HOU,0,0,0,0.0,0,2.04,20.59,0.18,0,0,0,0.0,5.18,14,Noah Gray,TE,KC
Harold Fannin Jr.TE - CLE,TEN,0,0,0,0.0,0,2.14,21.07,0.14,0,0,0,0.0,5.09,14,Harold Fannin Jr.,TE,CLE
Juwan JohnsonTE - NO,@TB,0,0,0,0.0,0,2.09,22.24,0.12,0,0,0,0.0,5.03,14,Juwan Johnson,TE,NO
Cole KmetTE - CHI,@GB,0,0,0,0.0,0,2.09,21.52,0.13,0,0,0,0.07,4.88,14,Cole Kmet,TE,CHI
Will DisslyTE - LAC,PHI,0,0,0,0.0,0,1.96,18.87,0.12,0,0,0,0.0,4.57,14,Will Dissly,TE,LAC
Elijah ArroyoTE - SEA,@ATL,0,0,0,0.0,0,1.85,16.85,0.12,0,0,0,0.0,4.26,14,Elijah Arroyo,TE,SEA
Tyler HigbeeTE - LAR,@ARI,0,0,0,0.0,0,1.77,17.2,0.12,0,0,0,0.0,4.21,14,Tyler Higbee,TE,LAR
Michael MayerTE - LV,DEN,0,0,0,0.0,0,1.73,16.96,0.12,0,0,0,0.0,4.15,14,Michael Mayer,TE,LV
Noah FantTE - CIN,@BUF,0,0,0,0.0,0,1.67,16.96,0.12,0,0,0,0.0,4.09,14,Noah Fant,TE,CIN
Ben SinnottTE - WAS,@MIN,0,0,0,0.0,0,1.34,13.35,0.12,0,0,0,0.0,3.4,14,Ben Sinnott,TE,WAS
Dawson KnoxTE - BUF,CIN,0,0,0,0.0,0,1.28,13.76,0.12,0,0,0,0.0,3.38,14,Dawson Knox,TE,BUF
Terrance FergusonTE - LARQ,@ARI,0,0,0,0.0,0,1.29,13.29,0.12,0,0,0,0.0,3.34,14,Terrance Ferguson,TE,LARQ
Darnell WashingtonTE - PIT,@BAL,0,0,0,0.0,0,1.17,11.88,0.09,0,0,0,0.0,2.9,14,Darnell Washington,TE,PIT
Elijah HigginsTE - ARI,LAR,0,0,0,0.0,0,1.08,10.86,0.06,0,0,0,0.0,2.53,14,Elijah Higgins,TE,ARI
Luke MusgraveTE - GB,CHI,0,0,0,0.0,0,0.99,10.91,0.06,0,0,0,0.0,2.44,14,Luke Musgrave,TE,GB
Gunnar HelmTE - TEN,@CLE,0,0,0,0.0,0,0.97,9.98,0.06,0,0,0,0.0,2.33,14,Gunnar Helm,TE,TEN
Foster MoreauTE - NOPUP,@TB,0,0,0,0.0,0,0.97,9.37,0.06,0,0,0,0.0,2.27,14,Foster MoreauTE - N,,OPUP
Jeremy RuckertTE - NYJ,MIA,0,0,0,0.0,0,0.95,8.92,0.06,0,0,0,0.0,2.2,14,Jeremy Ruckert,TE,NYJ
Luke SchoonmakerTE - DAL,@DET,0,0,0,0.0,0,0.86,8.57,0.06,0,0,0,0.0,2.08,14,Luke Schoonmaker,TE,DAL
Cade StoverTE - HOU,@KC,0,0,0,0.0,0,0.84,8.46,0.06,0,0,0,0.0,2.05,14,Cade Stover,TE,HOU
AJ BarnerTE - SEA,@ATL,0,0,0,0.0,0,0.84,8.04,0.06,0,0,0,0.0,2.0,14,AJ Barner,TE,SEA
Devin CulpTE - TB,NO,0,0,0,0.0,0,0.79,7.82,0.06,0,0,0,0.0,1.93,14,Devin Culp,TE,TB
Brock BowersTE - LVView News,@PHI,0,0,0,0.94,0,5.55,58.58,0.35,0,0,0,0.06,13.48,15,Brock Bowers,TE,LV
Trey McBrideTE - ARI,@HOU,0,0,0,0.18,0,5.61,57.41,0.35,0,0,0,0.06,13.35,15,Trey McBride,TE,ARI
George KittleTE - SF,TEN,0,0,0,0.0,0,4.14,57.41,0.41,0,0,0,0.06,12.22,15,George Kittle,TE,SF
Sam LaPortaTE - DETQ,@LAR,0,0,0,0.0,0,4.11,45.95,0.35,0,0,0,0.06,10.69,15,Sam LaPorta,TE,DETQ
Travis KelceTE - KC,LAC,0,0,0,0.06,0,4.17,41.25,0.29,0,0,0,0.06,9.92,15,Travis Kelce,TE,KC
T.J. HockensonTE - MIN,@DAL,0,0,0,0.0,0,4.12,41.19,0.28,0,0,0,0.06,9.8,15,T.J. Hockenson,TE,MIN
Mark AndrewsTE - BAL,@CIN,0,0,0,0.24,0,3.26,40.32,0.41,0,0,0,0.06,9.66,15,Mark Andrews,TE,BAL
Evan EngramTE - DENView News,GB,0,0,0,0.0,0,4.02,37.45,0.25,0,0,0,0.06,9.15,15,Evan Engram,TE,DEN
David NjokuTE - CLE,@CHI,0,0,0,0.0,0,3.83,38.37,0.24,0,0,0,0.06,8.99,15,David Njoku,TE,CLE
Dallas GoedertTE - PHI,LV,0,0,0,0.0,0,3.54,38.63,0.24,0,0,0,0.06,8.72,15,Dallas Goedert,TE,PHI
Colston LovelandTE - CHI,CLE,0,0,0,0.0,0,3.65,36.94,0.24,0,0,0,0.06,8.66,15,Colston Loveland,TE,CHI
Tyler WarrenTE - INDView News,@SEA,0,0,0,0.65,0,3.59,36.71,0.24,0,0,0,0.06,8.65,15,Tyler Warren,TE,IND
Jake FergusonTE - DALQ,MIN,0,0,0,0.0,0,3.62,35.7,0.23,0,0,0,0.06,8.45,15,Jake Ferguson,TE,DALQ
Hunter HenryTE - NE,BUF,0,0,0,0.0,0,3.26,34.07,0.24,0,0,0,0.06,7.99,15,Hunter Henry,TE,NE
Mason TaylorTE - NYJ,@JAX,0,0,0,0.0,0,3.32,33.6,0.21,0,0,0,0.0,7.94,15,Mason Taylor,TE,NYJ
Zach ErtzTE - WAS,@NYG,0,0,0,0.0,0,3.33,31.57,0.24,0,0,0,0.0,7.93,15,Zach Ertz,TE,WAS
Tucker KraftTE - GB,@DEN,0,0,0,0.0,0,3.18,33.75,0.24,0,0,0,0.06,7.88,15,Tucker Kraft,TE,GB
Dalton KincaidTE - BUF,@NE,0,0,0,0.0,0,3.42,34.5,0.18,0,0,0,0.06,7.83,15,Dalton Kincaid,TE,BUF
Mike GesickiTE - CINQ,BAL,0,0,0,0.0,0,2.86,30.0,0.23,0,0,0,0.0,7.24,15,Mike Gesicki,TE,CINQ
Kyle PittsTE - ATL,@TB,0,0,0,0.0,0,2.71,33.75,0.18,0,0,0,0.0,7.17,15,Kyle Pitts,TE,ATL
Dalton SchultzTE - HOU,ARI,0,0,0,0.0,0,2.96,30.73,0.18,0,0,0,0.06,6.99,15,Dalton Schultz,TE,HOU
Jonnu SmithTE - PITQ,MIA,0,0,0,0.19,0,2.92,29.9,0.19,0,0,0,0.06,6.95,15,Jonnu Smith,TE,PITQ
Brenton StrangeTE - JAX,NYJ,0,0,0,0.0,0,2.88,27.76,0.18,0,0,0,0.0,6.74,15,Brenton Strange,TE,JAX
Isaiah LikelyTE - BALQ,@CIN,0,0,0,0.0,0,2.45,27.14,0.24,0,0,0,0.06,6.48,15,Isaiah Likely,TE,BALQ
Cade OttonTE - TBView News,ATL,0,0,0,0.0,0,2.68,26.89,0.17,0,0,0,0.0,6.39,15,Cade Otton,TE,TB
Cade OttonTE - TBView News,ATL,0,0,0,0.0,0,2.68,26.89,0.17,0,0,0,0.0,6.39,15,Cade Otton,TE,TB
Chig OkonkwoTE - TEN,@SF,0,0,0,0.3,0,2.73,26.42,0.18,0,0,0,0.06,6.36,15,Chig Okonkwo,TE,TEN
Ja'Tavion SandersTE - CAR,@NO,0,0,0,0.0,0,2.58,25.78,0.18,0,0,0,0.0,6.24,15,Ja'Tavion Sanders,TE,CAR
Pat FreiermuthTE - PIT,MIA,0,0,0,0.0,0,2.68,25.47,0.16,0,0,0,0.05,6.09,15,Pat Freiermuth,TE,PIT
Darren WallerTE - MIAPUP,@PIT,0,0,0,0.0,0,2.47,26.47,0.15,0,0,0,0.0,6.02,15,Darren WallerTE - MI,,APUP
Theo JohnsonTE - NYG,WAS,0,0,0,0.0,0,2.39,24.92,0.16,0,0,0,0.0,5.84,15,Theo Johnson,TE,NYG
Tyler ConklinTE - LAC,@KC,0,0,0,0.0,0,2.3,21.35,0.18,0,0,0,0.0,5.52,15,Tyler Conklin,TE,LAC
Noah GrayTE - KC,LAC,0,0,0,0.0,0,2.04,20.59,0.18,0,0,0,0.0,5.18,15,Noah Gray,TE,KC
Harold Fannin Jr.TE - CLE,@CHI,0,0,0,0.0,0,2.14,21.07,0.14,0,0,0,0.0,5.09,15,Harold Fannin Jr.,TE,CLE
Juwan JohnsonTE - NO,CAR,0,0,0,0.0,0,2.09,22.24,0.12,0,0,0,0.0,5.03,15,Juwan Johnson,TE,NO
Cole KmetTE - CHI,CLE,0,0,0,0.0,0,2.09,21.52,0.13,0,0,0,0.07,4.88,15,Cole Kmet,TE,CHI
Will DisslyTE - LAC,@KC,0,0,0,0.0,0,1.96,18.87,0.12,0,0,0,0.0,4.57,15,Will Dissly,TE,LAC
Elijah ArroyoTE - SEA,IND,0,0,0,0.0,0,1.85,16.85,0.12,0,0,0,0.0,4.26,15,Elijah Arroyo,TE,SEA
Tyler HigbeeTE - LAR,DET,0,0,0,0.0,0,1.77,17.2,0.12,0,0,0,0.0,4.21,15,Tyler Higbee,TE,LAR
Michael MayerTE - LV,@PHI,0,0,0,0.0,0,1.73,16.96,0.12,0,0,0,0.0,4.15,15,Michael Mayer,TE,LV
Noah FantTE - CIN,BAL,0,0,0,0.0,0,1.67,16.96,0.12,0,0,0,0.0,4.09,15,Noah Fant,TE,CIN
Ben SinnottTE - WAS,@NYG,0,0,0,0.0,0,1.34,13.35,0.12,0,0,0,0.0,3.4,15,Ben Sinnott,TE,WAS
Dawson KnoxTE - BUF,@NE,0,0,0,0.0,0,1.28,13.76,0.12,0,0,0,0.0,3.38,15,Dawson Knox,TE,BUF
Terrance FergusonTE - LARQ,DET,0,0,0,0.0,0,1.29,13.29,0.12,0,0,0,0.0,3.34,15,Terrance Ferguson,TE,LARQ
Austin HooperTE - NE,BUF,0,0,0,0.0,0,1.32,12.9,0.06,0,0,0,0.0,2.97,15,Austin Hooper,TE,NE
Darnell WashingtonTE - PIT,MIA,0,0,0,0.0,0,1.17,11.88,0.09,0,0,0,0.0,2.9,15,Darnell Washington,TE,PIT
Elijah HigginsTE - ARI,@HOU,0,0,0,0.0,0,1.08,10.86,0.06,0,0,0,0.0,2.53,15,Elijah Higgins,TE,ARI
Luke MusgraveTE - GB,@DEN,0,0,0,0.0,0,0.99,10.91,0.06,0,0,0,0.0,2.44,15,Luke Musgrave,TE,GB
Gunnar HelmTE - TEN,@SF,0,0,0,0.0,0,0.97,9.98,0.06,0,0,0,0.0,2.33,15,Gunnar Helm,TE,TEN
